candle_size,weekday,target
0.0522312373225152,1,0
0.1293103448275862,1,1
0.0532454361054766,2,0
0.0692190669371196,2,0
0.1044624746450304,3,1
0.1140973630831643,3,1
0.1293103448275862,3,0
0.0377789046653144,3,0
0.0943204868154158,3,1
0.0433569979716024,3,0
0.0065922920892494,4,0
0.0540060851926977,4,1
0.1399594320486815,0,0
0.1004056795131845,1,0
0.0689655172413793,1,0
0.0895030425963488,1,0
0.063894523326572,2,1
0.0687119675456389,2,1
0.0684584178498985,2,0
0.0238336713995943,3,1
0.0425963488843813,3,0
0.0649087221095334,4,0
0.0425963488843813,4,1
0.1658215010141988,0,1
0.1990365111561866,0,0
0.0831643002028397,0,0
0.0446247464503042,0,1
0.0322008113590263,1,0
0.0192697768762677,2,0
0.053498985801217,2,1
0.1777383367139959,2,0
0.0154665314401622,3,0
0.0940669371196754,3,1
0.0844320486815415,3,0
0.0474137931034482,3,0
0.0169878296146044,4,1
0.0978701825557809,4,0
0.0720081135902637,4,0
0.0900101419878296,4,1
0.0720081135902637,4,0
0.0955882352941176,0,0
0.0550202839756592,0,0
0.0316937119675456,0,0
0.0588235294117647,1,1
0.1318458417849899,1,0
0.0550202839756592,1,0
0.1853448275862069,1,0
0.0489350912778904,1,0
0.0088742393509127,2,0
0.0390466531440162,2,0
0.063894523326572,2,1
0.130578093306288,2,0
0.1275354969574036,3,0
0.0349898580121703,3,1
0.0605983772819472,4,1
0.1315922920892495,4,0
0.0322008113590263,0,0
0.1404665314401623,0,0
0.0489350912778904,1,0
0.0327079107505071,1,0
0.0446247464503042,1,0
0.0278904665314401,3,0
0.0656693711967545,3,1
0.053498985801217,3,1
0.0532454361054766,3,1
0.1001521298174442,3,1
0.072261663286004,4,0
0.0453853955375253,4,0
0.0382860040567951,4,1
0.0390466531440162,4,0
0.0334685598377282,0,1
0.0086206896551724,0,1
0.0337221095334685,0,0
0.0517241379310344,1,0
0.0514705882352941,1,1
0.029918864097363,1,0
0.0400608519269777,2,0
0.0289046653144016,3,0
0.0177484787018255,3,1
0.1148580121703854,4,1
0.043103448275862,1,1
0.0575557809330628,1,0
0.0808823529411764,1,1
0.0268762677484787,2,1
0.0707403651115618,2,1
0.0461460446247464,2,0
0.1262677484787018,3,1
0.146551724137931,3,1
0.045131845841785,4,0
0.0390466531440162,4,0
0.0484279918864097,4,0
0.0737829614604462,4,1
0.06947261663286,4,1
0.0661764705882353,4,0
0.1323529411764706,0,0
0.0560344827586207,0,0
0.0938133874239351,0,0
0.018762677484787,0,1
0.0423427991886409,1,0
0.0783468559837728,2,0
0.0859533468559837,3,1
0.0593306288032454,3,1
0.093052738336714,4,0
0.0304259634888438,4,1
0.0425963488843813,0,1
0.0304259634888438,0,0
0.0664300202839756,1,0
0.0428498985801217,2,0
0.0509634888438133,2,1
0.1067444219066937,3,0
0.0849391480730223,4,0
0.125,4,0
0.0654158215010142,4,1
0.0370182555780933,4,1
0.0372718052738336,4,1
0.0471602434077079,0,0
0.0327079107505071,0,0
0.063894523326572,2,0
0.0920385395537525,2,1
0.0600912778904665,3,1
0.0344827586206896,3,0
0.1211967545638945,4,0
0.0205375253549695,0,0
0.0167342799188641,0,1
0.0580628803245436,1,0
0.03473630831643,1,0
0.053498985801217,4,0
0.040314401622718,4,0
0.0973630831643002,4,0
0.1037018255578093,0,1
0.0245943204868154,2,1
0.2025862068965517,3,0
0.0532454361054766,4,0
0.0793610547667342,0,1
0.0398073022312373,0,1
0.0129310344827586,0,0
0.0570486815415821,1,1
0.0410750507099391,1,1
0.021551724137931,2,1
0.0725152129817444,2,0
0.0578093306288032,2,0
0.0522312373225152,3,0
0.1108012170385395,3,0
0.2761156186612576,3,0
0.0633874239350912,3,1
0.0466531440162271,4,0
0.066683569979716,0,0
0.050709939148073,0,1
0.1359026369168357,0,0
0.0453853955375253,0,1
0.0514705882352941,1,0
0.045131845841785,2,0
0.053498985801217,2,1
0.059077079107505,2,1
0.0512170385395537,2,0
0.0400608519269777,3,1
0.0385395537525355,3,1
0.0365111561866125,3,0
0.0121703853955375,4,1
0.0240872210953346,4,0
0.0626267748478701,0,0
0.005578093306288,0,0
0.0278904665314401,0,1
0.0636409736308316,0,1
0.0286511156186612,1,0
0.0425963488843813,1,1
0.0529918864097363,1,1
0.029918864097363,2,0
0.4434584178498986,2,0
0.0715010141987829,2,0
0.0086206896551724,2,0
0.0220588235294117,2,0
0.045892494929006,3,1
0.0256085192697768,4,0
0.024340770791075,4,1
0.0212981744421906,4,1
0.0504563894523326,4,0
0.1100405679513184,4,0
0.0372718052738336,0,0
0.0699797160243407,1,0
0.0296653144016227,2,0
0.0791075050709939,2,0
0.0938133874239351,2,0
0.162525354969574,2,0
0.0360040567951318,3,1
0.0742900608519269,3,0
0.0545131845841785,4,0
0.0527383367139959,1,1
0.1620182555780933,1,0
0.0172413793103448,2,0
0.045892494929006,3,0
0.0147058823529411,3,0
0.0124239350912778,4,0
0.0291582150101419,4,1
0.0309330628803245,4,0
0.0311866125760649,4,0
0.0415821501014198,0,0
0.1037018255578093,0,1
0.0218052738336713,1,0
0.1214503042596348,1,0
0.0068458417849898,2,1
0.0258620689655172,2,0
0.0334685598377282,3,0
0.0758113590263691,3,0
0.0301724137931034,3,0
0.0314401622718052,3,0
0.1092799188640973,4,1
0.0603448275862069,4,0
0.0973630831643002,0,0
0.047920892494929,0,0
0.008367139959432,0,0
0.1125760649087221,1,0
0.0494421906693712,1,0
0.1105476673427992,2,0
0.053498985801217,3,0
0.0659229208924949,4,0
0.0456389452332657,0,0
0.0993914807302231,0,1
0.0436105476673428,0,0
0.0436105476673428,1,0
0.0408215010141987,1,1
0.021551724137931,1,0
0.1004056795131845,2,0
0.0278904665314401,2,0
0.0276369168356998,2,0
0.0309330628803245,3,0
0.1549188640973631,3,0
0.1067444219066937,3,0
0.045892494929006,4,0
0.0732758620689655,4,1
0.1921906693711968,4,1
0.2421399594320487,4,0
0.0616125760649087,4,1
0.0400608519269777,0,0
0.0129310344827586,0,0
0.1001521298174442,0,1
0.0114097363083164,1,0
0.0096348884381338,2,0
0.1206896551724138,2,0
0.0362576064908722,2,0
0.0398073022312373,4,0
0.0367647058823529,0,1
0.1034482758620689,0,0
0.053498985801217,1,1
0.0654158215010142,1,1
0.0494421906693712,1,1
0.0884888438133874,1,0
0.0509634888438133,1,0
0.027129817444219,1,0
0.2363083164300203,2,1
0.2264198782961461,2,1
0.0263691683569979,2,0
0.0608519269776876,3,0
0.0889959432048681,3,1
0.1348884381338742,3,0
0.027129817444219,4,1
0.1113083164300202,4,0
0.0996450304259635,0,1
0.1019269776876267,1,1
0.0327079107505071,2,0
0.0433569979716024,2,0
0.0453853955375253,2,0
0.0846855983772819,3,0
0.0547667342799188,0,0
0.0955882352941176,1,1
0.0484279918864097,2,1
0.0760649087221095,2,0
0.0385395537525355,2,1
0.0408215010141987,3,0
0.1407200811359026,4,0
0.2157707910750507,4,0
0.0228194726166328,4,0
0.0281440162271805,0,0
0.0223123732251521,0,0
0.0395537525354969,1,1
0.0461460446247464,2,0
0.0608519269776876,3,1
0.0869675456389452,3,0
0.088235294117647,3,1
0.1320993914807302,3,0
0.0524847870182555,4,0
0.2213488843813387,4,0
0.1346348884381339,4,0
0.2172920892494929,0,0
0.0235801217038539,0,0
0.0633874239350912,1,0
0.0540060851926977,1,0
0.0791075050709939,1,0
0.0106490872210953,1,0
0.0266227180527383,2,0
0.0240872210953346,2,1
0.0385395537525355,2,1
0.1300709939148073,2,0
0.0235801217038539,3,1
0.0332150101419878,3,0
0.0831643002028397,3,0
0.0365111561866125,3,1
0.0228194726166328,4,0
0.0263691683569979,0,0
0.0512170385395537,1,0
0.0641480730223123,1,0
0.0228194726166328,2,0
0.0360040567951318,2,1
0.0633874239350912,3,1
0.1640466531440162,3,0
0.0565415821501014,4,1
0.0169878296146044,4,0
0.0578093306288032,4,1
0.1179006085192697,4,0
0.1087728194726166,4,0
0.0595841784989858,4,1
0.0801217038539553,4,0
0.091024340770791,0,0
0.0393002028397566,1,0
0.0496957403651115,1,0
0.0623732251521298,1,1
0.0311866125760649,1,1
0.5251014198782962,1,0
0.1320993914807302,1,1
0.0266227180527383,2,0
0.053498985801217,2,1
0.0372718052738336,2,0
0.0162271805273833,2,0
0.0484279918864097,3,0
0.0456389452332657,3,0
0.6171399594320488,3,0
0.1650608519269777,3,1
0.0362576064908722,4,1
0.056288032454361,4,0
0.1011663286004056,4,0
0.0519776876267748,4,1
0.0420892494929006,0,0
0.0773326572008113,0,0
0.0917849898580121,1,0
0.0623732251521298,2,1
0.040314401622718,3,1
0.059077079107505,3,0
0.0775862068965517,3,0
0.0491886409736308,4,1
0.047920892494929,0,0
0.0230730223123732,0,0
0.0329614604462474,1,0
0.0251014198782961,2,0
0.0509634888438133,2,0
0.0256085192697768,2,1
0.0362576064908722,2,0
0.0235801217038539,2,0
0.024340770791075,3,1
0.0207910750507099,3,0
0.0212981744421906,4,0
0.0466531440162271,4,0
0.0314401622718052,0,0
0.0354969574036511,0,0
0.0286511156186612,0,0
0.0844320486815415,0,1
0.0651622718052738,1,1
0.0502028397565922,1,1
0.0474137931034482,1,0
0.0461460446247464,1,0
0.0532454361054766,3,0
0.0354969574036511,3,0
0.0294117647058823,3,1
0.101419878296146,3,1
0.1843306288032454,3,1
0.0887423935091277,4,1
0.040314401622718,0,1
0.0649087221095334,0,1
0.0527383367139959,0,0
0.0702332657200811,0,0
0.0527383367139959,1,0
0.0372718052738336,1,0
0.0595841784989858,1,1
0.0707403651115618,1,0
0.0334685598377282,1,1
0.1670892494929006,3,0
0.0897565922920892,4,1
0.0393002028397566,4,1
0.1135902636916835,4,0
0.0636409736308316,4,0
0.0998985801217038,4,0
0.0773326572008113,4,0
0.0398073022312373,4,0
0.0276369168356998,4,0
0.0309330628803245,1,1
0.0385395537525355,1,1
0.0436105476673428,1,0
0.0238336713995943,1,1
0.0806288032454361,1,0
0.1739350912778904,1,0
0.0902636916835699,1,0
0.0200304259634888,2,0
0.0327079107505071,2,0
0.0524847870182555,4,0
0.0517241379310344,4,1
0.0603448275862069,4,0
0.0362576064908722,4,0
0.0654158215010142,0,0
0.0154665314401622,0,0
0.091024340770791,1,1
0.1417342799188641,1,1
0.2061359026369168,1,0
0.0253549695740365,2,0
0.0154665314401622,3,1
0.0469066937119675,3,0
0.0281440162271805,3,0
0.0218052738336713,3,0
0.1326064908722109,3,0
0.0311866125760649,4,0
0.0339756592292089,4,1
0.0322008113590263,4,0
0.029918864097363,4,1
0.0605983772819472,1,0
0.0172413793103448,1,0
0.1774847870182556,1,1
0.0453853955375253,2,0
0.0316937119675456,4,0
0.0357505070993914,4,0
0.1095334685598377,4,0
0.0595841784989858,4,1
0.0867139959432048,4,0
0.0671906693711967,4,0
0.0362576064908722,1,0
0.1970081135902637,1,0
0.0461460446247464,1,1
0.045131845841785,1,0
0.125,1,0
0.0902636916835699,1,0
0.0573022312373225,1,0
0.0141987829614604,1,0
0.1272819472616633,2,1
0.0382860040567951,2,0
0.0730223123732251,2,0
0.0466531440162271,3,0
0.0316937119675456,3,0
0.0646551724137931,3,0
0.0466531440162271,3,0
0.0301724137931034,4,1
0.0813894523326572,4,0
0.0517241379310344,4,0
0.0512170385395537,0,1
0.0352434077079107,0,0
0.066683569979716,0,0
0.0600912778904665,1,1
0.0793610547667342,1,0
0.0377789046653144,1,0
0.0514705882352941,1,0
0.0273833671399594,1,0
0.1148580121703854,2,0
0.0816430020283975,2,1
0.0646551724137931,2,0
0.0692190669371196,4,1
0.0775862068965517,4,0
0.031947261663286,0,0
0.0415821501014198,1,1
0.1300709939148073,1,0
0.0780933062880324,1,0
0.0806288032454361,2,1
0.1102941176470588,2,0
0.0491886409736308,3,1
0.0235801217038539,3,0
0.136156186612576,3,0
0.1293103448275862,4,0
0.0841784989858012,4,1
0.0420892494929006,0,1
0.0393002028397566,0,1
0.0583164300202839,0,0
0.0600912778904665,0,0
0.0742900608519269,0,0
0.0339756592292089,1,1
0.0631338742393509,1,0
0.0425963488843813,2,0
0.0238336713995943,2,1
0.0481744421906693,2,1
0.0154665314401622,3,0
0.0463995943204868,4,0
0.0425963488843813,4,0
0.0988843813387423,4,1
0.0367647058823529,4,0
0.1057302231237322,0,0
0.0831643002028397,0,0
0.0420892494929006,1,0
0.1724137931034483,1,1
0.1513691683569979,1,0
0.1102941176470588,3,0
0.0608519269776876,3,1
0.1848377281947262,3,0
0.0268762677484787,4,1
0.0656693711967545,4,0
0.1247464503042596,0,0
0.0897565922920892,0,0
0.0747971602434077,1,0
0.1574543610547667,1,0
0.1262677484787018,2,1
0.0874746450304259,2,0
0.0233265720081135,3,1
0.1011663286004056,3,0
0.1564401622718053,3,0
0.1062373225152129,4,1
0.1300709939148073,4,0
0.0676977687626775,4,0
0.0699797160243407,4,0
0.0502028397565922,0,0
0.0453853955375253,0,1
0.0258620689655172,1,0
0.0471602434077079,1,0
0.0327079107505071,2,0
0.0438640973630831,3,0
0.0580628803245436,3,0
0.0494421906693712,4,0
0.0428498985801217,4,0
0.0537525354969574,1,0
0.0664300202839756,2,0
0.0529918864097363,2,0
0.0489350912778904,3,0
0.0692190669371196,3,0
0.0519776876267748,4,0
0.0395537525354969,0,0
0.0547667342799188,1,0
0.130578093306288,1,1
0.0763184584178499,1,1
0.0129310344827586,2,0
0.0306795131845841,2,1
0.0382860040567951,2,1
0.0481744421906693,3,0
0.0618661257606491,4,0
0.0527383367139959,4,0
0.0489350912778904,4,1
0.0436105476673428,0,0
0.0147058823529411,0,0
0.1016734279918864,1,0
0.0405679513184584,2,0
0.0408215010141987,3,0
0.0783468559837728,4,0
0.2570993914807302,4,1
0.2464503042596349,4,0
0.0654158215010142,4,0
0.1366632860040568,0,0
0.106997971602434,0,0
0.2908215010141988,0,0
0.1135902636916835,0,0
0.0512170385395537,0,0
0.0306795131845841,0,0
0.0382860040567951,1,1
0.1782454361054767,1,0
0.1427484787018255,3,0
0.1113083164300202,3,0
0.0783468559837728,3,0
0.0261156186612576,4,0
0.0278904665314401,4,1
0.0413286004056795,4,1
0.1156186612576064,4,0
0.0512170385395537,4,0
0.1610040567951318,4,1
0.1191683569979716,4,0
0.2860040567951318,0,1
0.0461460446247464,1,1
0.0938133874239351,2,0
0.0585699797160243,2,0
0.0621196754563894,3,1
0.0433569979716024,3,1
0.0770791075050709,4,0
0.0463995943204868,4,0
0.1219574036511156,4,0
0.0963488843813387,4,0
0.1059837728194726,0,0
0.191683569979716,0,0
0.0611054766734279,1,1
0.0575557809330628,2,0
0.1217038539553752,2,0
0.0408215010141987,3,0
0.0354969574036511,4,1
0.0509634888438133,4,0
0.0557809330628803,0,1
0.1080121703853955,0,1
0.082657200811359,0,0
0.1331135902636917,0,0
0.6029411764705882,1,0
0.1478194726166329,1,0
0.0329614604462474,1,0
0.0306795131845841,2,0
0.0763184584178499,2,0
0.0202839756592292,3,1
0.0829107505070994,3,0
0.0570486815415821,0,1
0.0324543610547667,0,1
0.047920892494929,0,0
0.0633874239350912,1,0
0.0504563894523326,1,0
0.0349898580121703,1,0
0.1364097363083164,2,1
0.0836713995943204,2,0
0.0291582150101419,3,0
0.0773326572008113,3,1
0.0806288032454361,4,1
0.1315922920892495,4,1
0.0461460446247464,4,1
0.0935598377281947,0,1
0.1417342799188641,0,0
0.0245943204868154,1,0
0.0605983772819472,1,1
0.075050709939148,2,0
0.0717545638945233,3,1
0.0585699797160243,3,0
0.0735294117647058,4,0
0.0656693711967545,0,0
0.0669371196754563,0,0
0.0446247464503042,0,0
0.0730223123732251,1,0
0.1351419878296146,1,1
0.0377789046653144,0,0
0.0732758620689655,0,1
0.1980223123732251,0,0
0.0276369168356998,1,0
0.3042596348884381,1,1
0.0438640973630831,2,0
0.0988843813387423,2,0
0.2221095334685598,3,1
0.0907707910750507,3,0
0.0489350912778904,4,0
0.0717545638945233,4,0
0.053498985801217,4,1
0.1194219066937119,4,0
0.0996450304259635,0,1
0.0377789046653144,0,0
0.0263691683569979,1,1
0.0172413793103448,1,1
0.0945740365111561,1,1
